	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
ACP5	0.012830002	0.034628704	0.032962504	0.0	0.020613975	0.072447415	0.0	0.021718084	0.070121516	0.0	0.404952796	0.100573388	0.012796654	0.277713045	0.031428999	0.010934722	0.09815706	0.116739779	0.0	0.128891087	0.207119154	0.0	0.097659946	0.163475252	0.029904614	0.149702096	0.054461857	0.0	0.179372629	0.065334529	0.0	0.022797217	0.031450376	0.0114775	0.029131394	0.005855788	0.0	0.258537609	0.066607756	0.0	0.04108042	0.207712388	0.081036527	0.143041859	0.037628461	0.0	0.024442612	0.008456382
ACSBG1	0.0	0.0	0.02177207	0.005289894	0.0	0.115189237	0.0	0.0	0.163079896	0.045498465	0.0	0.132889731	0.012997093	0.0	0.09752881	0.016282303	0.0	0.111627947	0.0	0.0	0.290560512	0.003492512	0.0	0.043305987	0.061273808	0.0	0.083886868	0.0	0.0	0.063794498	0.0	0.0	0.014547794	0.007589127	0.0	0.024789254	0.026900575	0.0	0.096152339	0.054559702	0.0	0.214347716	0.02783619	0.0	0.007924551	0.081638568	0.0	0.047889699
ACSBG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSL1	0.0	0.028316139	0.052409002	0.0	0.0207992	0.270877602	0.026138581	0.001693777	0.014613994	0.0	0.021810426	0.046934573	0.0	0.048278891	0.027260074	0.010935336	0.004602067	0.106709244	0.039503566	0.003602295	0.118418735	0.0	0.022585423	0.067509683	0.030524848	0.025502264	0.019642138	0.0	0.007096656	0.066644158	0.024614005	0.00012906	0.206136957	0.003632496	0.052434033	0.065150418	0.009856198	0.000504062	0.043326757	0.054625835	0.011547223	0.119943743	0.0	0.046125908	0.005964649	0.081396698	0.035677902	0.108671274
ACSL3	0.012803353	0.020520841	0.066620404	0.0	0.024779499	0.032160925	0.0	0.022390985	0.010706418	0.0	0.010243826	0.060156114	0.025487803	0.02874434	0.033039228	0.005495679	0.002954668	0.031582978	0.040294138	0.011931368	0.033982463	0.006985074	0.013818612	0.006963205	0.0	0.044149645	0.00327447	0.0	0.005474212	0.070993792	0.0	0.015542733	0.039566459	0.007652356	0.055188391	0.095119257	0.005204961	0.006442618	0.017430673	0.0	0.022787912	0.026414327	0.0	0.035802993	0.07908741	0.0	0.031097269	0.044575089
ACSL4	0.0	0.037412056	0.097074581	0.005272532	0.112506045	0.165458242	0.0	0.129016405	0.053886123	0.0	0.036294713	0.151009956	0.024216684	0.628575033	0.041410632	0.010869473	0.01683133	0.027990435	0.0	0.033211692	0.139108753	0.0	0.056917753	0.002896989	0.0	0.23468028	0.066317953	0.0	0.283600696	0.005713075	0.0	0.112819978	0.31696882	0.018212335	0.052093946	0.006514424	0.016167037	0.00705083	0.0752924	0.0	0.058515538	0.158583488	0.106473004	0.012203477	0.051516646	0.0	0.04114386	0.095033169
ACSL5	0.0	0.045320491	0.026725096	0.005301028	0.180628645	0.159794022	0.0	0.292728277	0.063699985	0.0	0.019339183	0.020827213	0.025348139	0.279356755	0.014448316	0.020857686	0.143367488	0.001609624	0.040752245	0.250209551	0.026044236	0.0	0.08793922	0.118431159	0.0	0.391290946	0.033783538	0.0	0.021551557	0.011561224	0.0	0.229128271	0.098147838	0.033441806	0.189176665	0.140329345	0.005418671	0.19020197	0.026770487	0.0	0.027153247	0.245879166	0.0	0.132481507	0.034708405	0.0	0.010650468	0.06242112
ACSL6	0.025499635	0.137871119	0.16360884	0.009813922	0.121484963	0.017183833	0.0	0.022405579	0.260872151	0.0	0.084988719	0.08802813	0.038462423	0.113028021	0.126157996	0.005438618	0.155186026	0.152790314	0.060355162	0.075187713	0.004608779	0.0	0.004815469	0.255620692	0.0	0.022291779	0.148215266	0.0	0.24264808	0.125806729	0.024639691	0.039485017	0.028740673	0.02206885	0.002974671	0.078321944	0.010691497	0.101982755	0.258630631	0.0	0.024757243	0.072296991	0.055321078	0.200999807	0.032961234	0.040511581	0.088471157	0.224400404
ACSS1	0.0	0.007829345	0.062971918	0.005309553	0.094183304	0.020933659	0.0	0.025643957	0.052827966	0.0	0.024521891	0.110837956	0.063264529	0.139787286	0.006199662	0.02180136	0.028220834	0.00920366	0.020320167	0.141943659	0.076647493	0.0	0.177579855	0.078869695	0.0	0.002214665	0.036717673	0.0	0.130208194	0.109195632	0.0	0.014681073	0.044122011	0.007641929	0.086014746	0.006507757	0.0	0.045733895	0.012053129	0.0	0.037063249	0.030440928	0.054012469	0.085538605	0.043923975	0.081663221	0.192619497	0.080208972
ACSS2	0.025645096	0.007244858	0.045596616	0.0	0.016359123	0.171359154	0.0	0.027794242	0.009130205	0.0	0.003661955	0.049701196	0.051553879	0.052254198	0.013421907	0.0	0.003998002	0.062364269	0.0	0.000279921	0.093454468	0.0	0.01110006	0.013797355	0.030604627	0.015009682	0.013403359	0.0	0.0042084	0.054542554	0.0	0.005726166	0.022236763	0.011481475	0.015074225	0.050948037	0.010857782	0.005993706	0.100794392	0.0	0.011892357	0.100791077	0.0	0.009249617	0.010247263	0.081692593	0.002091117	0.010712851
ACTA1	0.0	0.229668957	0.026519638	0.010621749	0.247511005	0.057107227	0.0	0.292602134	0.08289711	0.022764597	0.23123451	0.34974574	0.012908854	0.101107711	0.073585433	0.005502903	0.436800205	0.674014165	0.040872035	0.42147717	0.060204879	0.0	0.037778584	0.113882508	0.0	0.149682915	0.060761228	0.027128809	0.495001713	0.044059699	0.0	0.173474279	0.073512905	0.015416586	0.210806246	0.003104786	0.016322398	0.440938544	0.01110846	0.0	0.212315064	0.066018467	0.027746591	0.520016485	0.01201131	0.040979268	0.143121401	0.148961907
ACTA2	0.012841747	0.063734817	0.075882569	0.005314515	0.283426399	0.230400164	0.0	0.142741795	0.155250782	0.0	0.157088542	0.210426607	0.026009197	0.14810325	0.096992392	0.011003743	0.071301331	0.016749648	0.020479601	0.034210016	0.050079924	0.0	0.005333903	0.062795182	0.092247904	0.304596648	0.37410243	0.0	0.103917799	0.111374743	0.0	0.027476509	0.074330109	0.0193467	0.685605512	0.524087698	0.005448865	0.062677934	0.072499556	0.0	0.007246765	0.117107081	0.02824372	0.741904763	0.629355545	0.0	0.154441468	0.114366552
ACTB	0.0	0.010925083	0.024773293	0.026540973	0.003612186	0.025339867	0.055829195	0.017681483	0.045537117	0.0	0.002239352	0.076904673	0.013034855	0.00752895	0.004041669	0.027362875	0.004265582	0.010529435	0.0	0.003392023	0.020477452	0.003602655	0.001540737	0.019076917	0.060826253	0.009353428	0.070227486	0.026947438	0.001460103	0.019854572	0.0	0.00294653	0.005532116	0.00382739	0.002230451	0.042572459	0.010785525	0.001532114	0.004578926	0.054728755	0.011577354	0.038417366	0.05599078	0.007691552	0.09365973	0.245684158	0.005693711	0.033624305
ACTBL2	0.012840077	0.261992364	0.135524879	0.00531328	0.245829798	0.283960995	0.028390171	0.308578572	0.0	0.068318009	0.103348946	0.32297199	0.06494305	0.161930937	0.107296949	0.005489541	0.292421131	0.007520913	0.0	0.212255981	0.008207357	0.003579139	0.128998694	0.298347254	0.0	0.36294536	0.14573684	0.0	0.299148562	0.04939131	0.025034707	0.478995885	0.0	0.019259848	0.275850931	0.072280907	0.010819469	0.267755451	0.118750686	0.0	0.203673602	0.112952186	0.0	0.228823373	0.012187651	0.0	0.26487566	0.124421445
ACTC1	0.025631242	0.01188942	0.017468419	0.0	0.17785263	0.163825935	0.0	0.026209552	0.122190489	0.045536318	0.213182255	0.479678494	0.025934587	0.046921919	0.13188884	0.016482393	0.016201427	0.33301561	0.040411774	0.108426795	0.177857925	0.0	0.021281992	0.094230749	0.061074781	0.004850012	0.886133442	0.0	0.087449625	0.109841231	0.075093558	0.038542991	0.099604089	0.011521629	0.023779945	0.335021886	0.016309676	0.067867539	0.035165024	0.0	0.019075024	0.199465306	0.028210507	0.031495495	0.548448584	0.0	0.009850663	0.221330225
ACTG1	0.0	0.015854579	0.004706817	0.026496295	0.00537258	0.051832821	0.0	0.007758716	0.005812433	0.022672632	0.00417563	0.032641271	0.012603264	0.002292679	1.58e-06	0.0	0.001066411	0.023162937	0.0	0.003591396	0.021610708	0.003601763	0.001443371	0.013460882	0.122238826	0.014787921	0.020970262	0.027020802	0.002891443	0.043161324	0.0	0.005712822	0.012055833	0.003819759	0.001491427	0.001011334	0.005193099	0.004549405	0.005342869	0.0	0.015215946	0.015547125	0.0	0.000771132	0.004039878	0.0	0.007289074	0.020510438
ACTG2	0.0	0.139612589	0.181086269	0.010614277	0.171642341	0.516097409	0.0	0.117969307	0.428127003	0.0	0.133171657	0.264069654	0.013034433	0.132229906	0.319696641	0.016468931	0.087192331	0.030550159	0.040758228	0.012174566	0.215469217	0.0	0.003580561	0.04832213	0.0	0.268358955	0.559545035	0.0	0.090684795	0.287520879	0.0	0.340540807	0.154192641	0.007589187	0.438727799	0.705309763	0.0	0.123495529	0.302979286	0.0	0.116169017	0.217240379	0.0	0.422075322	0.892590852	0.040869248	0.058145825	0.09403146
ACTL6A	0.0	0.008813289	0.001402332	0.0	0.01967981	0.057464961	0.0	0.006138496	0.050413425	0.022763981	0.010755678	0.03455641	0.0	0.014455534	0.072640174	0.005491296	0.01085368	0.093036594	0.0	0.009944897	0.093130581	0.0	0.007378181	0.002007584	0.152719258	0.002302846	0.101339449	0.0	0.013332979	0.117336387	0.0	0.02131359	0.078153111	0.011460835	0.006105675	0.053609038	0.010589817	0.004136288	0.060196993	0.0	0.006166889	0.182880404	0.028238218	0.006810793	0.122876151	0.040923987	0.011250959	0.027094376
ACTN1	0.038345041	0.003433153	0.053891942	0.005293397	0.005164556	0.07780737	0.027828292	0.000794242	0.08890625	0.0	0.014294488	0.115416085	0.05026525	0.151510038	0.023404229	0.010105015	0.014342107	0.096444798	0.0	9.35e-06	7.8e-05	0.0	0.005447963	0.115465196	0.030081154	0.011759859	0.105411783	0.0	0.004230147	0.099257826	0.024835286	0.004601803	0.034079732	0.007721493	0.009731829	0.161235721	0.005387686	0.000188647	0.045754561	0.0	0.006250242	0.007265027	0.0	0.002768962	0.178276276	0.0	0.002318205	0.031192606
ACTN2	0.012802353	0.230895372	0.029967293	0.021169774	0.576550032	0.013621008	0.056319207	0.278060425	0.08581006	0.02273308	0.342917044	0.269497428	0.102083381	0.311294629	0.14216255	0.027167687	0.321871443	0.45594437	0.099659622	0.593682429	0.394169321	0.0	0.048724807	0.162534474	0.060035336	0.158116134	0.260599691	0.026967553	0.371430883	0.039748892	0.0	0.269177281	0.175121986	0.007485845	0.352036148	0.25429588	0.0	0.299609061	0.081068556	0.053846498	0.082975227	0.361001052	0.027991817	0.458073322	0.401836441	0.0	0.001352673	0.059264887
ACTN3	0.012828573	0.079637671	0.0	0.0	0.214328035	0.0	0.0	0.033456066	0.0	0.045515624	0.162467795	0.0	0.012806141	0.067080424	0.0	0.016444506	0.017416058	0.0	0.0	0.065454548	0.0	0.0	0.000410212	0.0	0.030726431	0.002737431	0.0	0.0	0.038541044	0.0	0.0	0.030854722	0.0	0.022743794	0.032928802	0.0	0.005426177	0.077240009	0.0	0.0	0.036267178	0.0	0.056321338	0.07617893	0.0	0.0	0.158793528	0.0
ACTN4	0.012827447	0.005580889	0.027923609	0.010592024	0.000876458	0.03400774	0.0	0.000841582	0.002985888	0.0	0.003415645	0.068244274	0.0	0.000546858	0.002031749	0.005491938	0.001585213	0.012979611	0.02041582	0.001684642	0.071695966	0.0	0.003446628	0.042609587	0.030648081	0.005993397	0.036111447	0.053765539	0.002091093	0.024159047	0.0	0.000386518	0.08238139	0.011451876	0.003800848	0.079087845	0.021314683	0.002590757	0.044268571	0.0	0.010804064	0.044839125	0.056364694	0.002428397	0.045405968	0.081754013	0.004870449	0.053141891
ACTR10	0.0	0.008865553	0.019831018	0.010626613	0.004752533	0.025468366	0.028368561	0.003769012	0.039080449	0.0	0.001857161	0.011050798	0.0	0.015361272	0.017104334	0.0	0.004160688	0.017889992	0.02052624	0.008302998	0.002402984	0.0	0.000558276	0.005507568	0.0	0.006721579	0.027429293	0.027085386	0.022509228	0.008533434	0.0	0.020972094	0.023959476	0.007718668	0.005231805	0.045728926	0.005444732	0.009160982	0.027568427	0.054866433	0.014739423	0.022986377	0.0	0.011609922	0.051735452	0.081916808	0.012046641	0.004452577
ACTR1A	0.0	0.006509986	0.011042569	0.005305147	0.005577049	0.009891591	0.0	0.002865562	0.043719936	0.0	0.009543276	0.013545366	0.0	0.007860931	0.037259024	0.0	0.008856826	0.006798278	0.0	0.007411888	0.046748016	0.0	0.004985421	0.023450873	0.0	0.009399215	0.039107719	0.0	0.00503886	0.004246374	0.0	0.001549252	0.036053182	0.01524573	0.007399434	0.016309197	0.0	0.000966579	0.029836321	0.05460515	0.009839324	0.06047929	0.0	0.003607488	0.057538336	0.0	0.005449857	0.015411756
ACTR1B	0.0	0.005420356	0.00745654	0.005247035	0.001217297	0.040487494	0.0	0.002072032	0.005488798	0.0	0.001741113	0.008851723	0.0	0.004118639	0.031626491	0.005478928	0.000444659	0.041460368	0.02055737	0.006537296	0.011512651	0.0	0.002954298	0.018981174	0.0	0.002914796	0.026476343	0.0	0.00031034	0.031195214	0.0	0.011706804	0.032027666	0.0	0.003228364	0.027483659	0.0	0.001454791	0.011527251	0.0	0.005745936	0.012002352	0.0	0.002380807	0.035721841	0.0	0.001710066	0.001416728
ACTR2	0.0	0.006549797	0.011881536	0.0	0.006074257	0.032762255	0.0	0.003016497	0.009068149	0.0	0.005094482	0.013201487	0.0	0.00511504	0.039542494	0.0	0.009650914	0.011942672	0.040303011	0.0087803	0.006894307	0.0	0.005633775	0.004611618	0.0	0.010322984	0.012132883	0.0	0.01022895	0.041378368	0.0	0.001694424	0.015958944	0.011382765	0.01344213	0.03742831	0.010849007	0.003957351	0.015318928	0.0	0.008616967	0.004521877	0.0	0.003400174	0.047561874	0.0	0.003373692	0.001405214
ACTR3	0.0	0.008449012	0.018787542	0.0	0.000440482	0.044870437	0.0	0.002737096	0.002922338	0.0	0.001585499	0.024075533	0.0	0.002013138	0.003276656	0.005464186	0.004940018	0.003630094	0.020480076	0.007711305	0.030663524	0.003587806	0.000343205	0.002133365	0.0	0.008550336	0.029312724	0.027083175	0.005598665	0.0431322	0.0	0.00447805	0.034049696	0.003764133	0.000641787	0.066844742	0.00542433	0.005103159	0.004621007	0.054393591	0.010724044	0.050276924	0.0	0.008919877	0.044581228	0.040891684	0.000656824	0.0214825
ACTR3B	0.0	0.023750459	0.043448426	0.015905101	0.017829304	0.014716216	0.0	0.00554029	0.082142984	0.022767282	0.007025396	0.047532468	0.0	0.010368134	0.025491667	0.005496869	0.026340317	0.027912412	0.020407049	0.017506322	0.03644353	0.003602575	0.017438783	0.004472331	0.0	0.0301874	0.03122662	0.0	0.013867256	0.003369252	0.025007899	0.008527983	0.025145824	0.007703937	0.025384986	0.048094451	0.016286913	0.00651393	0.073501949	0.054585089	0.000450949	0.053227838	0.028260446	0.022891566	0.075379982	0.0	0.011420495	0.003538103
ACTR3C	0.0	0.0	0.047127482	0.0	0.0	0.016302951	0.0	0.0	0.007848276	0.0	0.0	0.006611968	0.0	0.0	0.023986791	0.005481978	0.0	0.070980593	0.020492837	0.0	0.011064974	0.0	0.0	0.04069928	0.0	0.0	0.055831782	0.0	0.0	0.05216524	0.0	0.0	0.064181607	0.0	0.0	0.058752907	0.0	0.0	0.019109312	0.0	0.0	0.019298787	0.0	0.0	0.103038663	0.0	0.0	0.022789789
ACTR5	0.012830317	0.007625552	0.020702253	0.005312395	0.003809636	0.01517673	0.028405252	0.011356102	0.071060308	0.022774485	0.013655127	0.016730185	0.013022586	0.000154409	0.058406455	0.010980365	0.005001936	0.024171384	0.0	0.007397115	0.059391258	0.0	0.006315784	0.048485124	0.0	0.00664244	0.049955938	0.027099997	0.017526073	0.060812708	0.025053392	0.001360149	0.062198853	0.0	0.011397703	0.000203216	0.0	0.009803451	0.060602658	0.0	0.01342084	0.03582651	0.0	0.014409233	0.006821313	0.0	0.004750619	0.011736563
ACTR8	0.0	0.005510879	0.043000554	0.015862261	0.002230345	0.00882396	0.027933601	0.003104464	0.021706607	0.0	0.004742127	0.005072781	0.038508982	0.015509422	0.024639133	0.0054546	0.013212926	0.034182528	0.0	0.003922317	0.00741037	0.0	0.001697325	0.008515091	0.030709445	0.000204404	0.004499139	0.0	0.006203243	0.023850139	0.0	0.004674838	0.037009848	0.015264412	0.00599229	0.031047002	0.005440964	0.015352575	0.017213281	0.0	0.011535303	0.024322	0.0	0.005780138	0.009380598	0.0	0.002720848	0.014580325
ACVR1	0.0	0.075096864	0.004558426	0.0	0.045045632	0.063087125	0.0	0.000675352	0.002096204	0.0	0.029692157	0.020895616	0.026031559	0.025376905	0.029649691	0.010944981	0.02410792	0.092408515	0.039664598	0.042654152	0.024748503	0.0	0.021417298	0.067187699	0.029347318	0.013206071	0.082837446	0.0	0.029976937	0.061919017	0.0	0.022320888	0.012048119	0.038472707	0.021733357	0.079363187	0.010818861	0.025049207	0.01186564	0.0	0.037805149	0.008916128	0.028086314	0.046592835	0.077277445	0.0	0.012754114	0.005256389
ACVR1B	0.012765236	0.007663023	0.066963728	0.015886717	0.002184728	0.00539134	0.027379333	0.010767036	0.004195262	0.022743017	0.000413989	0.021503216	0.025395833	0.075773534	0.012316071	0.021863359	0.003874789	0.012358077	0.081407584	0.001015471	0.055389669	0.0	0.002386144	0.038777766	0.0	0.002534795	0.007363004	0.053890242	0.00433617	0.018509159	0.0	0.010580984	0.01973865	0.049358577	0.002321073	0.054349031	0.037805699	0.000943024	0.055974583	0.054586251	0.007291329	0.017988452	0.053810183	0.001303213	0.095014883	0.040693359	0.000588508	0.055964662
ACVR1C	0.0	0.028443534	0.154640112	0.010582773	0.02552692	0.616081787	0.0	0.006639699	0.097700696	0.022723354	0.010796996	0.118565055	0.0	0.076582152	0.006953118	0.016327643	0.002969343	0.131739952	0.020379008	0.007192773	0.005501508	0.0	0.007113749	0.022350657	0.0	0.001592391	0.024521296	0.026955833	0.008278758	0.005439481	0.0	0.000927232	0.189352091	0.007409657	0.035556881	0.050082327	0.0	0.001458569	0.134303284	0.0	0.011460963	0.21415812	0.0	0.010586306	0.148425584	0.0	0.0100376	0.237931805
ACVR2A	0.012799288	0.015387327	0.030176739	0.015529408	0.070678232	0.120010397	0.027137633	8.01e-05	0.03726156	0.067709076	0.098603367	0.047722165	0.16270308	0.023431382	0.00072727	0.016248333	0.025353997	0.062698207	0.0	0.022662791	0.023028394	0.003599669	0.02182094	0.011272283	0.0	0.001336631	0.045229539	0.0	0.019289183	0.040455623	0.074733714	0.037948414	0.031867169	0.067072202	0.005710197	0.019405718	0.048103287	0.021251583	0.053621639	0.0	0.01214501	0.01464522	0.056308666	0.00877718	0.0259112	0.12247276	0.00601781	0.015220624
ACVR2B	0.0	0.053247822	0.027229007	0.015893628	0.083342267	0.009527518	0.0	0.017942	0.080723284	0.0	0.029228509	0.031870503	0.0249764	0.074667022	0.023710317	0.005466292	0.002011964	0.035799681	0.02035389	0.011642759	0.048796398	0.003599116	0.032737184	0.002649879	0.0	0.060002228	0.073873322	0.02695073	0.003253848	0.032911453	0.024999034	0.02786691	0.048765936	0.026125477	0.009387009	0.005620478	0.005416166	0.021129427	0.045702276	0.0	0.011307044	0.02221605	0.027892262	0.008660079	0.073041342	0.040775364	0.083247198	0.008784442
ACVRL1	0.012813645	0.281977935	0.05415208	0.010593438	0.585228249	0.166564633	0.0	0.037317036	0.103990376	0.068247049	0.315555928	0.132520117	0.013007987	0.075086749	0.018476185	0.005445871	0.498984369	0.008602076	0.0	0.578881972	0.325815221	0.0	0.070688162	0.019406508	0.091899512	0.227673003	0.138341642	0.0	0.427133082	0.066931696	0.0	0.251825491	0.088057847	0.015251117	0.361033018	0.221823317	0.0	0.120501061	0.150585302	0.0	0.427009318	0.316133962	0.0	0.562286259	0.296458779	0.0	0.322122425	0.083539607
ADAM10	0.02556615	0.074119456	0.003684705	0.036336786	0.005669803	0.030767668	0.0	0.022131365	0.02258081	0.045494908	0.014602229	0.013301056	0.012981407	0.006918858	0.066129464	0.010217718	0.023904305	0.064159479	0.02007279	6.79e-05	0.040063959	0.0	0.030754471	0.035029564	0.0	0.029461356	0.093044268	0.02681012	0.009127795	0.061112443	0.02480544	0.00530962	0.046419467	0.007405242	0.025879204	0.001255138	0.0	0.013982685	0.018532117	0.108600954	0.013864554	0.015722308	0.0	0.069543585	0.044057282	0.040582455	0.016249722	0.047671584
ADAM12	0.012780486	0.058774598	0.089682045	0.015895032	0.205624108	0.134622258	0.028288074	0.267330745	0.20639152	0.045491634	0.203966424	0.030810566	0.013000583	0.295518751	0.242201541	0.00549903	8.3e-05	0.373678698	0.040772648	0.291453261	0.274573553	0.003602418	0.006148711	0.141731155	0.0	0.060166475	0.09416879	0.026873284	0.251135624	0.289236798	0.199250113	0.168024595	0.047256702	0.011376758	0.317737514	0.00038056	0.01621696	0.464498509	0.265356002	0.0	0.01932941	0.297422694	0.028032116	0.141174572	0.204162036	0.081676152	0.137794485	0.081954401
ADAM15	0.0	0.029254973	0.041630384	0.014996316	0.008696959	0.052932913	0.0	0.009590321	0.008609987	0.022653922	0.005929779	0.055066516	0.024418374	0.001702312	0.010459755	0.010859093	0.002122419	0.038459496	0.020302545	0.002946379	0.089823806	0.0	0.018040502	0.087447727	0.060404242	0.013720077	0.088718848	0.0	0.003413165	0.006945834	0.0	0.003244353	0.13157722	0.010956444	0.010869685	0.009068251	0.010726341	0.000213427	0.026665254	0.0	0.01592238	0.009092545	0.047439524	0.000562433	0.008834221	0.040491783	0.036551844	0.014031171
ADAM17	0.01281557	0.003924064	0.021938723	0.005303824	0.004509689	0.037390221	0.0	0.002075271	0.04382776	0.0	0.001261695	0.032185618	0.012904444	0.002340174	0.060448848	0.005481129	0.000731219	0.061135084	0.040260783	0.005400472	0.056238354	0.0	0.003392113	0.004183281	0.120999459	0.00482888	0.066391746	0.0	0.005615846	0.089446159	0.049983121	0.003019464	0.039983154	0.003743521	0.003894689	0.074463136	0.00543432	0.002145296	0.035277709	0.0	0.007814454	0.019883255	0.0	0.002358324	0.10840906	0.122650063	0.001520453	0.013618062
ADAM9	0.0	0.007633964	0.02691961	0.005311209	0.006592393	0.02035145	0.0	0.008838871	0.019702467	0.022748346	0.002133339	0.011394983	0.037614158	0.000166208	0.056914732	0.00503859	0.001292584	0.034922847	0.040117095	0.000846391	0.023790382	0.003551873	0.002820392	0.020400642	0.030311879	0.008091583	0.035281722	0.0	0.00160806	0.000996862	0.0	0.003636719	0.074826731	0.019002105	0.003906716	0.020073685	0.0	0.000668177	0.034241177	0.0	0.009079924	0.008320723	0.028196047	0.00447007	0.023308822	0.04091792	0.002223155	0.033893321
ADAMTS13	0.038213731	0.189472754	0.02103385	0.036798114	0.165761549	0.002197988	0.0	0.099362668	0.000993793	0.022720634	0.104254807	0.089702381	0.037046652	0.013483625	0.050602588	0.0	0.193215839	0.008207689	0.020266501	0.355565672	0.023365303	0.0	0.166560519	0.069665403	0.028206907	0.024601964	0.00710677	0.0	0.212974983	0.154323609	0.074309393	0.260367676	0.294616879	0.025708212	0.151922004	0.010631043	0.010662687	0.073316329	0.00193154	0.0	0.140764779	0.021145846	0.05006218	0.05165418	0.086142576	0.081223975	0.176894432	0.051994515
